college,college_name,zip,county,mean_students_per_cohort,ec_own_ses_college,ec_own_ses_se_college,ec_parent_ses_college,ec_parent_ses_se_college,ec_high_own_ses_college,ec_high_own_ses_se_college,ec_high_parent_ses_college,ec_high_parent_ses_se_college,exposure_own_ses_college,exposure_parent_ses_college,bias_own_ses_college,bias_parent_ses_college,bias_high_own_ses_college,bias_high_parent_ses_college,clustering_college,support_ratio_college,volunteering_rate_college,ec_parent_ses_college_quartile,bias_own_ses_college_quartile,change_ses
347400,University of South Dakota,57069,46027,4322,1.7159801,0.02131,1.17699,0.024529999,1.8123,0.01204,1.22141,0.023010001,1.69533,1.1635799,-0.01218,-0.01152,-0.06899,-0.049699999,0.23187,0.9957,0.063600004,3,2,1.152460001
347800,Austin Peay State University,37044,47125,1065.666666666667,1.4090199,0.021050001,1.02096,0.02495,1.5497299,0.01609,1.09084,0.023600001,1.34621,1.00249,-0.046659999,-0.01843,-0.15118,-0.088140003,0.24241,0.98922998,0.071269996,2,1,0.99601
347900,Belmont University,37212,47037,472.6666666666667,1.8015701,0.020959999,1.58966,0.02303,1.86455,0.01032,1.61616,0.01877,1.7587,1.58829,-0.02438,-0.00086,-0.06019,-0.017550001,0.25707,0.99800998,0.080559999,4,1,1.56663
348100,Carson-Newman University,37760,47089,388,1.59021,0.034249999,1.13775,0.040899999,1.72012,0.02307,1.20066,0.038410001,1.51931,1.1406699,-0.046670001,0.00256,-0.13217001,-0.0526,0.34865999,0.99852997,0.074759997,2,1,1.096850001
348200,Christian Brothers University,38104,47157,232.3333333333333,1.41927,0.04693,1.21806,0.060869999,1.64227,0.03356,1.3350199,0.05466,1.45872,1.26354,0.027039999,0.035999998,-0.12582999,-0.056559999,0.41505,0.99707001,0.073370002,3,3,1.157190001
348300,Columbia State Community College,38401,47119,923.6666666666666,1.0591201,0.02768,0.67427999,0.031660002,1.24771,0.02499,0.82239002,0.036040001,1.10039,0.76064003,0.03751,0.11353,-0.13388,-0.081189997,0.28490999,0.98417002,0.06679,1,4,0.642619988
348400,Covenant College,30750,13083,206,1.6748,0.035560001,1.59507,0.03771,1.75685,0.02438,1.62722,0.033489998,1.6348701,1.60676,-0.024420001,0.00728,-0.074610002,-0.01273,0.39905,1,0.05136,4,1,1.55736
348500,Cumberland University,37087,47189,151.3333333333333,1.52175,0.04428,1.07432,0.059810001,1.60469,0.03593,1.1145,0.059069999,1.43616,1.04896,-0.059590001,-0.024180001,-0.11734,-0.062479999,0.38891,0.99510002,0.05046,2,1,1.014509999
348600,Lipscomb University,37204,47037,482.6666666666667,1.73669,0.02633,1.48022,0.033380002,1.8251899,0.015830001,1.53848,0.02729,1.70709,1.47886,-0.017340001,-0.00092,-0.069179997,-0.040320002,0.31569001,1,0.07051,4,2,1.446839998
348700,East Tennessee State University,37614,47179,1442.333333333333,1.34814,0.017209999,0.94286001,0.019920001,1.52876,0.01304,1.0299799,0.019819999,1.30483,0.95062,-0.033190001,0.00817,-0.17161,-0.08348,0.22006001,0.99066001,0.064369999,2,1,0.922940009
349000,Fisk University,37208,47037,,1.44548,0.046580002,0.95709002,0.072489999,1.51631,0.040679999,0.99133003,0.07339,1.35484,0.99197,-0.0669,0.03517,-0.11918,0.00064,0.57248002,0.99983001,0.075159997,2,1,0.884600021
349200,Freed-Hardeman University,38340,47023,306.6666666666667,1.73232,0.026110001,1.3141299,0.032329999,1.793,0.018510001,1.32906,0.029999999,1.66864,1.2887599,-0.038169999,-0.01969,-0.074529998,-0.031270001,0.42662999,0.99950999,0.061790001,3,1,1.281799901
349500,Johnson University,37998,47093,143.6666666666667,1.70371,0.035840001,1.3786,0.04659,1.75764,0.02743,1.39039,0.043820001,1.65967,1.33621,-0.026529999,-0.03173,-0.05903,-0.040550001,0.48598999,0.99971002,0.10319,4,1,1.33201
349503,Johnson University Florida,34744,12097,,,,,,,,,,,,,,,,0.67983603,1,0.048668019,,,0
349900,Lane College,38301,47113,,0.87528998,0.03458,0.51170999,0.048209999,1.01746,0.03486,0.52811003,0.054099999,0.79846001,0.52811003,-0.096220002,0.03105,-0.27427,-1.00E-05,0.35881001,0.99766999,0.02734,1,1,0.463499991
350000,Lee University,37311,47011,767,1.65426,0.023460001,1.3955899,0.025900001,1.7487,0.01529,1.43585,0.02296,1.60883,1.37745,-0.028240001,-0.01316,-0.086939998,-0.04239,0.25288001,0.99694997,0.059209999,4,1,1.369689899
350100,Le Moyne-Owen College,38126,47157,,0.70497,0.047630001,,,0.85541999,0.051180001,,,0.62484998,,-0.12822001,,-0.36901,,0.30662999,0.97860003,0.047320001,,1,0
350200,Lincoln Memorial University,37752,47025,111,1.28313,0.03988,0.85079998,0.04995,1.39696,0.034570001,0.97112,0.05074,1.21496,0.84732997,-0.0561,-0.0041,-0.1498,-0.1461,0.32486001,0.99169999,0.050650001,1,1,0.80084998
350400,Martin Methodist College,38478,47055,66,1.34592,0.04425,0.82854003,0.05133,1.46592,0.03686,0.91263998,0.05404,1.27073,0.81339997,-0.059179999,-0.018610001,-0.15360001,-0.12201,0.36197001,0.99785,0.050480001,1,1,0.77721003
350500,Maryville College,37804,47009,213.6666666666667,1.56089,0.03709,1.1753401,0.04865,1.67022,0.02925,1.1884201,0.046700001,1.47712,1.1686701,-0.056710001,-0.00571,-0.13073,-0.016890001,0.41912001,0.99988002,0.10492,3,1,1.1266901
350900,University of Memphis,38152,47157,2223,1.00783,0.016319999,1.01715,0.021679999,1.5535901,0.01122,1.36129,0.017790001,1.20745,1.13633,0.16532999,0.10488,-0.28667,-0.19797,0.16779999,0.98171002,0.059689999,2,4,0.995470001
351000,Middle Tennessee State University,37132,47149,3078.333333333333,1.41618,0.01531,1.14992,0.01915,1.61385,0.01076,1.27811,0.016340001,1.42628,1.15672,0.00708,0.00588,-0.13151,-0.10494,0.1864,0.98074001,0.066160001,3,3,1.13077
351100,Milligan University,37682,47019,164.6666666666667,1.51682,0.04544,1.2552,0.054170001,1.69546,0.033989999,1.31933,0.05156,1.48787,1.26386,-0.01946,0.00685,-0.13953,-0.043889999,0.42684999,1,0.065180004,3,2,1.201029999
351800,Southern Adventist University,37315,47065,359,1.64788,0.024259999,1.38161,0.033950001,1.70917,0.01842,1.4351,0.031800002,1.60567,1.38112,-0.026289999,-0.00036,-0.064460002,-0.03909,0.29300001,0.99919999,0.040180001,4,1,1.347659999
351900,Rhodes College,38112,47157,341,1.75668,0.02344,1.62432,0.031750001,1.84243,0.01449,1.66843,0.02809,1.75536,1.63735,-0.00075,0.00796,-0.049600001,-0.01898,0.37145001,0.99817002,0.14092,4,3,1.592569999
352200,Tennessee State University,37209,47037,1066.333333333333,1.09694,0.02204,0.71003997,0.032329999,1.36594,0.01922,0.76576,0.034740001,1.08403,0.70862001,-0.01191,-0.002,-0.26006001,-0.080640003,0.23938,0.99005997,0.042309999,1,2,0.677709971
352300,Tennessee Technological University,38505,47141,1298.666666666667,1.425,0.017689999,1.02332,0.02201,1.58657,0.01334,1.1353,0.02076,1.40826,1.04995,-0.01189,0.025359999,-0.12661999,-0.081289999,0.22722,0.99093002,0.060290001,2,2,1.00131
352500,Tennessee Wesleyan University,37303,47107,108.6666666666667,1.46008,0.046209998,0.96634001,0.059840001,1.5605201,0.038070001,1.0082,0.060400002,1.3779401,0.95813,-0.059610002,-0.00857,-0.13249999,-0.05226,0.3768,0.99686003,0.04575,2,1,0.906500009
352600,Trevecca Nazarene University,37210,47037,203.6666666666667,1.64991,0.039760001,1.33439,0.04727,1.74378,0.027319999,1.43314,0.041469999,1.60621,1.32231,-0.027210001,-0.00914,-0.085649997,-0.083810002,0.41562,1,0.08439,3,1,1.28712
352700,Tusculum University,37743,47059,189,1.33576,0.046470001,0.89883,0.057190001,1.45877,0.038880002,1.03921,0.05579,1.25488,0.87955999,-0.064460002,-0.0219,-0.16248,-0.18151,0.40277001,0.99606001,0.052310001,2,1,0.841639999
352800,Union University,38305,47113,301.5,1.71718,0.030379999,1.47375,0.034790002,1.80198,0.01809,1.5091799,0.029479999,1.66826,1.4340301,-0.02932,-0.0277,-0.080159999,-0.052409999,0.33932,0.99892002,0.061519999,4,1,1.438959998
352900,The University of Tennessee-Chattanooga,37403,47065,5804.666666666667,1.55811,0.0188,1.281,0.023,1.69455,0.01205,1.37091,0.01977,1.53223,1.27464,-0.016890001,-0.00499,-0.10594,-0.07553,0.22526,0.99001998,0.062749997,3,2,1.258
353000,The University of Tennessee-Knoxville,37996,47093,5804.666666666667,1.64293,0.01424,1.30847,0.01578,1.79162,0.00734,1.43972,0.01289,1.6285599,1.33793,-0.00883,0.022019999,-0.10013,-0.076080002,0.20156001,0.99203998,0.080020003,3,2,1.29269
353100,The University of Tennessee-Martin,38238,47183,5804.666666666667,1.40741,0.02073,0.94467998,0.023910001,1.60096,0.01578,1.03701,0.023700001,1.40224,0.94409001,-0.00368,-0.00063,-0.14171,-0.09843,0.27114999,0.99729002,0.063560002,2,2,0.920769979
353400,The University of the South,37383,47051,336.6666666666667,1.7706,0.0231,1.53627,0.036419999,1.8315901,0.01571,1.59251,0.03108,1.74203,1.5615,-0.0164,0.01616,-0.051419999,-0.019859999,0.41115999,1,0.10597,4,2,1.499850001
353500,Vanderbilt University,37240,47037,1458,1.81599,0.016279999,1.56906,0.020710001,1.8947901,0.00748,1.6349,0.01651,1.83041,1.6108,0.00788,0.025909999,-0.03517,-0.01497,0.25959,0.99952,0.08326,4,3,1.548349999
353600,Bryan College-Dayton,37321,47143,141.3333333333333,1.58962,0.046580002,1.31002,0.054359999,1.68845,0.03404,1.35051,0.049649999,1.5431,1.26706,-0.03015,-0.033909999,-0.094190001,-0.065860003,0.45526001,0.99878001,0.051729999,3,1,1.255660001
353700,Abilene Christian University,79699,48441,838.6666666666666,1.75711,0.02568,1.5681601,0.0244,1.8752,0.01148,1.64156,0.01866,1.74822,1.57912,-0.00509,0.00694,-0.072640002,-0.03954,0.30682001,1,0.052030001,4,2,1.5437601
353900,Alvin Community College,77511,48039,675.3333333333334,1.47144,0.037730001,1.21332,0.047600001,1.6226701,0.026969999,1.34456,0.040679999,1.516,1.26008,0.02939,0.037099998,-0.070359997,-0.067039996,0.24152,0.97140002,0.053130001,3,4,1.165719999
354000,Amarillo College,79109,48375,1471.666666666667,1.06264,0.02159,0.88598001,0.0277,1.36488,0.01761,1.06787,0.02746,1.13864,0.94700998,0.066749997,0.064450003,-0.19869,-0.12762,0.19271,0.98452997,0.071900003,2,4,0.85828001
354100,Angelo State University,76909,48451,1090,1.57146,0.02342,1.19899,0.02743,1.68033,0.01681,1.27335,0.025040001,1.50183,1.1914999,-0.04637,-0.00628,-0.11886,-0.068690002,0.21881001,0.99308002,0.040410001,3,1,1.17156
354300,Austin College,75090,48181,299.3333333333333,1.70818,0.03421,1.49409,0.04434,1.81273,0.021199999,1.533,0.038910002,1.70128,1.47015,-0.00406,-0.01629,-0.065509997,-0.042750001,0.40693,0.99901998,0.264,4,2,1.44975
354500,Baylor University,76798,48309,2522.666666666667,1.66865,0.01809,1.59759,0.01746,1.87035,0.0072,1.6752,0.01262,1.75731,1.60684,0.050450001,0.00576,-0.064329997,-0.042539999,0.21209,0.99585998,0.079000004,4,4,1.58013
354600,Coastal Bend College,78102,48025,,0.95735002,0.035179999,0.87116998,0.05074,1.13082,0.0339,0.9278,0.050829999,0.98430997,0.85386002,0.0274,-0.02028,-0.14884999,-0.086599998,0.31441,0.98628002,0.042149998,1,4,0.82042998
354900,Blinn College,77833,48477,2875,1.21366,0.02581,1.04462,0.032710001,1.49606,0.02122,1.1852601,0.030619999,1.3250099,1.13095,0.084040001,0.076329999,-0.12909,-0.048020002,0.22919001,0.95621002,0.049740002,2,4,1.011909999
355300,Cisco College,76437,48133,624,1.05503,0.041239999,0.90439999,0.050969999,1.23779,0.036559999,0.98707002,0.051369999,1.08199,0.93739998,0.02492,0.0352,-0.14399999,-0.052990001,0.26429999,0.96338999,0.066670001,2,3,0.853429991
355400,Clarendon College,79226,48129,184,1.08421,0.058770001,0.92777997,0.068070002,1.27431,0.05243,0.98278999,0.069810003,1.11357,0.96508998,0.02636,0.03867,-0.14433999,-0.018340001,0.42493999,0.99230999,0.06284,2,3,0.859709968
355700,Concordia University Texas,78726,48453,102.5,1.75734,0.04865,1.49737,0.06041,1.79872,0.0295,1.47895,0.051309999,1.70127,1.41304,-0.032949999,-0.05968,-0.05728,-0.04665,0.39627999,0.99461001,0.083860002,4,1,1.43696
355800,North Central Texas College,76240,48097,979,1.19393,0.03101,1.03354,0.039179999,1.3528399,0.02709,1.22182,0.036230002,1.23763,1.13911,0.03531,0.092670001,-0.093089998,-0.072609998,0.24516,0.95810997,0.06126,2,4,0.994360001
356000,Dallas Baptist University,75211,48113,289.6666666666667,1.76657,0.031319998,1.63678,0.03413,1.86172,0.01663,1.6969399,0.024739999,1.76078,1.65007,-0.00329,0.00806,-0.057330001,-0.0284,0.32774001,0.99787003,0.04352,4,2,1.60265
356300,Del Mar College,78404,48355,1899.666666666667,1.09682,0.022159999,0.95094001,0.02991,1.29228,0.018999999,1.05958,0.02867,1.12037,0.97865999,0.021029999,0.02832,-0.15344,-0.082680002,0.17565,0.97257,0.04039,2,3,0.92103001
356400,East Texas Baptist University,75670,48203,270.3333333333333,1.6648901,0.03988,1.34404,0.043869998,1.77806,0.02495,1.39604,0.041639999,1.6219,1.32177,-0.0265,-0.01685,-0.096280001,-0.056189999,0.40332001,0.99965,0.05243,3,1,1.300170002
356500,Texas A & M University-Commerce,75428,48231,598.6666666666666,1.48042,0.0264,1.1644599,0.032060001,1.63114,0.01963,1.28266,0.02843,1.4679199,1.16877,-0.00851,0.00369,-0.11119,-0.097450003,0.28586,0.98659998,0.047040001,3,2,1.132399899
356800,Frank Phillips College,79008,48233,,1.15335,0.05968,1.00274,0.072559997,1.3275501,0.04936,1.07076,0.068070002,1.15626,0.97438002,0.00251,-0.02911,-0.14814,-0.098920003,0.35995001,0.99116999,0.095380001,2,3,0.930180003
357000,Grayson College,75020,48181,535.6666666666666,1.08023,0.029589999,0.84579998,0.03568,1.30685,0.026040001,0.94405001,0.036210001,1.11774,0.89302999,0.03356,0.052889999,-0.16919,-0.057130001,0.25314,0.99075001,0.067709997,1,4,0.81011998
357100,Hardin-Simmons University,79698,48441,334.3333333333333,1.72689,0.033149999,1.47133,0.037470002,1.8382,0.01846,1.52466,0.03218,1.69017,1.44099,-0.02172,-0.021059999,-0.087580003,-0.058060002,0.34051999,0.99778998,0.043979999,4,1,1.433859998
357200,Trinity Valley Community College,75751,48213,841.6666666666666,1.11054,0.033220001,0.92694002,0.03985,1.33477,0.027969999,1.02859,0.040109999,1.1447001,0.93827999,0.02984,0.01209,-0.16605,-0.096249998,0.29284,0.9774,0.044130001,2,4,0.88709002
357300,Hill College,76645,48217,489,1.20099,0.040920001,0.96060997,0.05015,1.3299299,0.0348,1.03026,0.049400002,1.21172,0.98251998,0.00885,0.022290001,-0.097560003,-0.048599999,0.26772001,0.96311003,0.048390001,2,3,0.91045997
357400,Howard College,79720,48227,432.5,1.10383,0.044459999,0.96434999,0.055500001,1.32909,0.037349999,1.05361,0.054389998,1.1380301,0.95393002,0.03005,-0.01092,-0.16788,-0.10449,0.28424001,0.97652,0.030859999,2,4,0.908849989
357500,Howard Payne University,76801,48049,267.3333333333333,1.66693,0.04109,1.27921,0.048099998,1.77873,0.027519999,1.34855,0.044199999,1.61396,1.2622401,-0.032820001,-0.01344,-0.10209,-0.06837,0.42804,1,0.045460001,3,1,1.231110002
357600,Houston Baptist University,77074,48201,289.3333333333333,1.74037,0.039480001,1.4197,0.052269999,1.84346,0.02153,1.46272,0.042690001,1.7149301,1.39364,-0.01483,-0.0187,-0.074940003,-0.049559999,0.35191,0.99584001,0.074639998,4,2,1.367430001
357700,Huston-Tillotson University,78702,48453,,1.34057,0.058180001,0.89897001,0.080980003,1.43497,0.049529999,0.93699002,0.083350003,1.26324,0.85123003,-0.061209999,-0.05607,-0.13594,-0.10075,0.44795001,0.99484003,0.0436,2,1,0.817990007
357800,University of the Incarnate Word,78209,48029,306.6666666666667,1.577,0.032000002,1.32854,0.041560002,1.70445,0.02225,1.34753,0.037829999,1.55602,1.28734,-0.01348,-0.032000002,-0.095389999,-0.046750002,0.23705,0.97609001,0.050099999,3,2,1.286979998
357900,Jacksonville College-Main Campus,75766,48073,,,,,,,,,,,,,,,,0.50451076,0.99573302,0.051093444,,,0
358000,Kilgore College,75662,48183,903.6666666666666,1.08102,0.025839999,0.93018001,0.032419998,1.37746,0.02021,1.07697,0.032590002,1.1254801,0.97900999,0.039500002,0.049869999,-0.22389001,-0.10006,0.23697001,0.98598999,0.058340002,2,4,0.897760012
358100,Lamar University,77705,48245,1484,1.42667,0.0211,1.17743,0.02689,1.66458,0.01361,1.38545,0.02087,1.47262,1.23734,0.031199999,0.048420001,-0.13034999,-0.1197,0.23961,0.99141997,0.097879998,3,4,1.15054
358200,Laredo College,78040,48479,1331.333333333333,0.79759997,0.01952,0.69783002,0.032960001,0.96559,0.018959999,0.80923003,0.035020001,0.7845,0.67952001,-0.0167,-0.026939999,-0.23083,-0.19088,0.15328,0.98383999,0.021439999,1,2,0.664870019
358300,Lee College,77520,48201,674.8333333333334,1.209,0.0295,1.0528899,0.038029999,1.42783,0.023220001,1.23356,0.035440002,1.24913,1.09705,0.032129999,0.04025,-0.14306,-0.12443,0.23208,0.98820001,0.047010001,2,4,1.014859901
358400,LeTourneau University,75602,48183,263,1.6681499,0.041140001,1.5280401,0.045960002,1.76499,0.028410001,1.53442,0.040789999,1.6358,1.49529,-0.01977,-0.0219,-0.078979999,-0.02617,0.35437,0.99821001,0.055440001,4,1,1.482080098
358600,Lubbock Christian University,79407,48303,228.5,1.69669,0.039670002,1.50337,0.04377,1.8378299,0.02423,1.50418,0.038410001,1.66056,1.42941,-0.02176,-0.051739998,-0.10675,-0.052310001,0.41652,0.99719,0.042649999,4,1,1.4596
358800,University of Mary Hardin-Baylor,76513,48027,385,1.62786,0.030579999,1.50168,0.033810001,1.77496,0.01901,1.53342,0.029030001,1.64303,1.44837,0.00923,-0.036800001,-0.080300003,-0.05872,0.29416001,0.99564999,0.04408,4,3,1.467869999
359000,McLennan Community College,76708,48309,1248.333333333333,0.95197999,0.02328,0.9174,0.030750001,1.30493,0.020919999,1.12593,0.02991,1.0405,0.97693002,0.085069999,0.060940001,-0.25413999,-0.15252,0.22803999,0.98602998,0.039329998,2,4,0.886649999
359100,McMurry University,79697,48441,224.3333333333333,1.57581,0.044440001,1.3021899,0.05438,1.70793,0.031860001,1.37067,0.049539998,1.53576,1.26546,-0.026079999,-0.029030001,-0.11211,-0.083140001,0.4377,0.99905002,0.044369999,3,1,1.2478099
359200,Midwestern State University,76308,48485,825,1.51153,0.0254,1.12446,0.03067,1.67054,0.01781,1.2243299,0.028179999,1.51214,1.16571,0.0004,0.035390001,-0.10476,-0.05029,0.26111001,0.99571002,0.048950002,2,3,1.09379
359300,Navarro College,75110,48349,904.3333333333334,1.10583,0.02568,0.98082,0.03184,1.3877701,0.020959999,1.11625,0.031270001,1.19414,0.99574,0.07395,0.01499,-0.16215,-0.12102,0.26190001,0.98109001,0.041949999,2,4,0.94898
359400,University of North Texas,76203,48121,3108.333333333333,1.57049,0.015799999,1.36728,0.01901,1.72208,0.01047,1.47372,0.01552,1.60072,1.39231,0.01888,0.01798,-0.075819999,-0.05847,0.17502999,0.96634001,0.070249997,4,3,1.34827
359600,Odessa College,79764,48135,912.3333333333334,1.48475,0.028240001,1.12266,0.03915,1.61974,0.02038,1.27689,0.036759999,1.47163,1.11684,-0.00892,-0.00522,-0.10065,-0.14331,0.20471001,0.98337001,0.03029,2,2,1.08351
359800,Our Lady of the Lake University,78207,48029,242.6666666666667,1.43683,0.049660001,0.93651998,0.07277,1.50041,0.04287,1.01326,0.072690003,1.37701,0.95394999,-0.043439999,0.018270001,-0.089610003,-0.062169999,0.37143001,0.98991001,0.05319,2,1,0.86374998
359900,The University of Texas Rio Grande Valley,78539,48215,1723.666666666667,0.98155999,0.016140001,0.77661002,0.024669999,1.1844701,0.01422,0.96056002,0.02479,0.96399999,0.79338002,-0.01822,0.021129999,-0.2287,-0.21072,0.16496,0.96696001,0.031029999,1,2,0.751940021
360000,Panola College,75633,48365,345.3333333333333,1.0833499,0.035580002,0.91389,0.045060001,1.31771,0.031369999,1.02329,0.045260001,1.09997,0.92557001,0.01511,0.01262,-0.19795001,-0.10558,0.33768001,0.99428999,0.063709997,2,3,0.868829999
360100,Paris Junior College,75460,48277,556.3333333333334,1.06247,0.03111,0.86173999,0.039009999,1.2629499,0.0272,0.95200002,0.040070001,1.0786999,0.86870998,0.01504,0.00802,-0.17081,-0.095880002,0.29640999,0.98833001,0.062249999,1,3,0.822729991
360200,Paul Quinn College,75241,48113,,1.1250499,0.08862,,,1.12948,0.088859998,,,1.02654,,-0.095969997,,-0.10027,,0.58819002,0.99826998,0.02603,,1,0
360300,Ranger College,76470,48133,180.3333333333333,1.0894001,0.066239998,0.91788,0.085600004,1.20498,0.058200002,0.95380002,0.087650001,1.08097,0.90970999,-0.0078,-0.00898,-0.11473,-0.048470002,0.36223999,0.96191001,0.059379999,2,2,0.832279996
360400,Rice University,77005,48201,632,1.85584,0.01761,1.5895,0.027249999,1.89341,0.00969,1.61453,0.02406,1.82192,1.59141,-0.018619999,0.0012,-0.039239999,-0.01452,0.28733999,0.99776,0.10428,4,2,1.562250001
360600,Sam Houston State University,77340,48471,1829.666666666667,1.58166,0.018130001,1.35816,0.021430001,1.751,0.01141,1.4557101,0.017519999,1.59262,1.37368,0.00688,0.0113,-0.09945,-0.05971,0.20574,0.97793001,0.0473,3,3,1.336729999
360800,St Philip's College,78203,48029,6901.333333333333,0.78877997,0.043189999,,,0.96841002,0.044920001,,,0.88235998,,0.10606,,-0.097510003,,0.1814,0.83140999,0.029750001,,4,0
360900,San Jacinto Community College,77505,48201,3710.333333333333,1.2962101,0.01891,0.97495002,0.02493,1.4703799,0.01504,1.25017,0.022700001,1.33576,1.06409,0.0296,0.083769999,-0.10078,-0.17487,0.17821001,0.95536,0.039110001,2,4,0.95002002
361000,Schreiner University,78028,48265,137.6666666666667,1.54027,0.045060001,1.27356,0.054340001,1.68471,0.03112,1.31935,0.050859999,1.49341,1.2309099,-0.031380001,-0.034650002,-0.12808999,-0.071850002,0.39961001,0.99662,0.058049999,3,1,1.219219999
361100,South Plains College,79336,48219,1519,1.13179,0.026110001,0.90937001,0.03145,1.37001,0.020810001,1.09035,0.030689999,1.19801,0.96868998,0.05528,0.061239999,-0.14357001,-0.12558,0.20604999,0.97307998,0.04984,2,4,0.87792001
361200,University of Houston-Downtown,77002,48201,4619.333333333333,1.4466701,0.038010001,0.75940001,0.055029999,1.59061,0.03067,0.89687997,0.058180001,1.49222,0.86250001,0.03052,0.11954,-0.065930001,-0.039859999,0.18849,0.83499002,0.044089999,1,4,0.704370011
361300,Southern Methodist University,75275,48113,1191,1.8312401,0.02248,1.67468,0.025289999,1.91127,0.00881,1.73905,0.01764,1.84655,1.6921,0.00829,0.01029,-0.035050001,-0.02775,0.28832,1,0.059780002,4,3,1.649390001
361400,Southwest Texas Junior College,78801,48463,773.6666666666666,0.88555998,0.026040001,0.55273998,0.037909999,1.13744,0.02558,0.64267999,0.043880001,0.95354998,0.60693002,0.071309999,0.08929,-0.19284999,-0.05889,0.26563999,0.9921,0.03348,1,4,0.514829981
361500,Texas State University,78666,48209,3032.333333333333,1.67384,0.01505,1.36966,0.017720001,1.799,0.00881,1.47339,0.01435,1.66201,1.39375,-0.00712,0.01729,-0.082429998,-0.05714,0.18082,0.96959001,0.050239999,4,2,1.351939999
361600,Southwestern Assemblies of God University,75165,48139,232,1.75441,0.03376,1.47563,0.041719999,1.82338,0.02189,1.48313,0.036449999,1.70569,1.43858,-0.02856,-0.02575,-0.068999998,-0.03097,0.40513,0.99864,0.095909998,4,1,1.433910001
361800,Southwestern Christian College,75160,48257,,1.25515,0.099320002,,,1.28528,0.095810004,,,1.09542,,-0.14582001,,-0.17332,,0.63217998,0.99941999,0.026040001,,1,0
361900,Southwestern Adventist University,76059,48251,98,1.67102,0.044130001,1.18541,0.071350001,1.67721,0.035110001,1.26183,0.066679999,1.5688699,1.20319,-0.065109998,0.01478,-0.069049999,-0.048730001,0.50673002,0.99923003,0.043680001,3,1,1.114059999
362000,Southwestern University,78626,48491,311,1.7624201,0.032140002,1.65149,0.035689998,1.86616,0.018139999,1.64992,0.031800002,1.72548,1.60697,-0.021400001,-0.0277,-0.081529997,-0.026729999,0.38003999,0.99778998,0.10711,4,1,1.615800002
362100,Saint Edward's University,78704,48453,373,1.74544,0.02957,1.39788,0.041340001,1.86184,0.01682,1.5055,0.0339,1.7565399,1.44853,0.00632,0.034960002,-0.059950002,-0.039329998,0.25722,0.99215001,0.12841,4,3,1.356539999
362300,St. Mary's University,78228,48029,438,1.57631,0.0317,1.19253,0.046700001,1.7294,0.02248,1.26335,0.04383,1.52932,1.1873,-0.03073,-0.00441,-0.13083,-0.064049996,0.315,0.99922001,0.05223,3,1,1.145829999
362400,Stephen F Austin State University,75961,48347,1842.666666666667,1.61168,0.018300001,1.29747,0.02148,1.76938,0.01063,1.42265,0.0177,1.6103801,1.33996,-0.0008,0.031709999,-0.098729998,-0.06171,0.23093,0.99018002,0.058669999,3,3,1.27599
362500,Sul Ross State University,79832,48043,285.3333333333333,1.2223099,0.047990002,1.01222,0.066030003,1.3658201,0.043329999,1.13798,0.062100001,1.2448601,0.99717999,0.01811,-0.01509,-0.097159997,-0.14120001,0.33362001,0.99400002,0.069190003,2,3,0.946189997
362600,Tarrant County College District,76102,48439,5624,1.12183,0.01787,1.01721,0.02248,1.44608,0.01438,1.24718,0.02067,1.23148,1.09509,0.089040004,0.071120001,-0.17425001,-0.13888,0.16046999,0.93665999,0.042369999,2,4,0.99473
362800,Texarkana College,75599,48037,689,0.95349997,0.02723,0.82780999,0.035670001,1.13588,0.025420001,0.93094999,0.036350001,0.93015999,0.81111002,-0.02509,-0.0206,-0.22115999,-0.14775001,0.25189,0.99405003,0.10721,1,1,0.792139989
363000,Prairie View A & M University,77446,48473,1167.333333333333,1.47681,0.022290001,0.96517998,0.030789999,1.60554,0.01568,0.99747002,0.029610001,1.40467,0.94494998,-0.05136,-0.02141,-0.14300001,-0.05559,0.22,0.98811001,0.024900001,2,1,0.934389981
363100,Tarleton State University,76401,48143,960.6666666666666,1.60613,0.01912,1.34598,0.021,1.72583,0.01246,1.40397,0.01881,1.5660599,1.3326401,-0.025590001,-0.01001,-0.10202,-0.05353,0.21261001,0.99081999,0.052370001,3,1,1.32498
363200,Texas A & M University-College Station,77843,48041,7121,1.73753,0.01127,1.5455101,0.01173,1.86211,0.00513,1.64718,0.00844,1.73682,1.56741,-0.00041,0.01397,-0.072140001,-0.050889999,0.15331,0.98716998,0.058430001,4,3,1.5337801
363400,Texas State Technical College,76705,48309,1095.166666666667,0.55227,0.027389999,0.66438001,0.04324,0.72913998,0.032919999,0.79334998,0.050170001,0.6444,0.69771999,0.14297,0.047789998,-0.13152,-0.13707,0.18866,0.95124,0.02117,1,4,0.62114001
363600,Texas Christian University,76129,48439,1262.333333333333,1.78088,0.020649999,1.64482,0.020199999,1.9055001,0.00749,1.70926,0.0148,1.8156199,1.66668,0.019130001,0.01312,-0.0495,-0.02554,0.25924,0.99840999,0.04789,4,3,1.624620001
363700,Jarvis Christian College,75765,48499,,1.3804899,0.088359997,,,1.48971,0.077090003,,,1.29146,,-0.06893,,-0.15350001,,0.55532998,0.99601001,0.039349999,,1,0
